FileName,UniqueIdentifier,CollectionDate,MeanSampleDepth,Chla,SecchiDepth,TotalSuspendedSolids,TotalSolids,TotalDissolvedSolids,Conductivity,pH,TotalPhosphorus,TotalNitrogen,NitrateNitrite,Nitrate,Nitrite,Nitrogen_Kjeldahl,Chloride,DissolvedOxygen,DissolvedOrganicCarbon,DissolvedInorganicCarbon,Year,CensusYear,UniqueID_x,Single-detached house,Semi-detached house,Row house,Movable dwelling,Employed,Unemployed,Not in the labour force,Total private dwellings,Other single-attached house,Population,LandAreaSqkm,ApartmentMoreThanFiveStoreys,ApartmentDuplex,ApartmentFewerThanFiveStoreys,UniqueID_y,Climate ID,TRCA_Aggregate Extraction,TRCA_Agricultural,TRCA_Airport,TRCA_Beach/Bluff,TRCA_Cemetery,TRCA_Commercial,TRCA_Estate Residential,TRCA_Forest,TRCA_Golf Course,TRCA_High Density Residential,TRCA_Industrial,TRCA_Institutional,TRCA_Lacustrine,TRCA_Landfill,TRCA_Meadow,TRCA_Medium Density Residential,TRCA_Mixed Commercial Entertainment,TRCA_Railway,TRCA_Recreational/Open Space,TRCA_Riverine,TRCA_Roads,TRCA_Rural Residential,TRCA_Successional Forest,TRCA_Vacant Land,TRCA_Wetland,CLOCA_AGGREGATE,CLOCA_AGRICULTURE FACILITY,CLOCA_AIRPORT,CLOCA_ATHLETIC FIELD,CLOCA_COMMERCIAL,CLOCA_CROP FIELD,CLOCA_GOLF FACILITY,CLOCA_HIGH DENSITY URBAN RESIDENTIAL,CLOCA_INDUSTRIAL,CLOCA_INSTITUTIONAL BUILDING,CLOCA_INSTITUTIONAL GREENSPACE,CLOCA_LANDFILL,CLOCA_PARK,CLOCA_PASTURE,CLOCA_RAILWAY,CLOCA_RURAL RESIDENTIAL,CLOCA_SKI HILL,CLOCA_TRANSPORTATION CORRIDOR,CLOCA_TRANSPORTATION GREENSPACE,CLOCA_TREED FIELD,CLOCA_URBAN RESIDENTIAL,CLOCA_UTILITY TRANSFER STATION,CLOCA_WATER FEATURE,CLOCA_Coniferous Forest,CLOCA_Coniferous Swamp,CLOCA_Cultural Hedgerow,CLOCA_Cultural Meadow,CLOCA_Cultural Savannah,CLOCA_Cultural Thicket,CLOCA_Cultural Woodland,CLOCA_Deciduous Forest,CLOCA_Deciduous Swamp,CLOCA_Floating Leave Shallow Aquatic,CLOCA_Meadow Marsh,CLOCA_Mixed Forest,CLOCA_Mixed Shallow Aquatic,CLOCA_Mixed Swamp,CLOCA_Open Aquatic,CLOCA_Open Beach / Bar,CLOCA_Open Bluff,CLOCA_Open Fen,CLOCA_Plantation,CLOCA_Shallow Marsh,CLOCA_Shrub Beach / Bar,CLOCA_Shrub Bluff,CLOCA_Shrub Bog,CLOCA_Shrub Fen,CLOCA_Submerged Shallow Aquatic,CLOCA_Thicket Swamp,CLOCA_Treed Beach / Bar,CLOCA_Treed Bluff,CLOCA_Treed Bog,CLOCA_Treed Fen,MODIS_Cropland/Natural Vegetation Mosaics,MODIS_Croplands,MODIS_Deciduous Broadleaf Forests,MODIS_Grasslands,MODIS_Mixed Forests,MODIS_Permanent Wetlands,MODIS_Savannas,MODIS_Urban and Built-up Lands,MODIS_Water Bodies,MODIS_Woody Savannas,DSS_ClaySiltSand_TSANDwtd,DSS_ClaySiltSand_TSILTwtd,DSS_ClaySiltSand_TCLAYwtd,DSS_ClaySiltSand_TOTHERwtd,DSS_ClaySiltSand_TUNKNOWNwtd,DSS_HydraulicConductivity_KSATwtd,latitude,longitude,DistToWatr,Location,DrainageBasinArea_sqkm,Month,Mean Temp (°C) 0day Mean,Mean Temp (°C) -1day Mean,Mean Temp (°C) -3day Mean,Mean Temp (°C) -7day Mean,Mean Temp (°C) -14day Mean,Mean Temp (°C) -28day Mean,Mean Temp (°C) -56day Mean,Min Temp (°C) 0day Mean,Min Temp (°C) -1day Mean,Min Temp (°C) -3day Mean,Min Temp (°C) -7day Mean,Min Temp (°C) -14day Mean,Min Temp (°C) -28day Mean,Min Temp (°C) -56day Mean,Max Temp (°C) 0day Mean,Max Temp (°C) -1day Mean,Max Temp (°C) -3day Mean,Max Temp (°C) -7day Mean,Max Temp (°C) -14day Mean,Max Temp (°C) -28day Mean,Max Temp (°C) -56day Mean,Total Rain (mm) 0day Total,Total Rain (mm) -1day Total,Total Rain (mm) -3day Total,Total Rain (mm) -7day Total,Total Rain (mm) -14day Total,Total Rain (mm) -28day Total,Total Rain (mm) -56day Total,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,250mLandCover_Agricultural,250mLandCover_Natural,250mLandCover_Anthropogenic,Set
/Volumes/Data/InSitu/WaterQuality/CLOCA/CLOCA_IWMP_WQ Data_2017-2020.xlsx,East 2,2020-07-21 00:00:00,,,,1.0,,,,,0.06,,,,,,98.6,,,,2020,2016,East 2,8370.0,165.0,880.0,5.0,15425.0,1225.0,6860.0,10206.0,10.0,28798.0,279.0,5.0,325.0,265.0,East 2,6155878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,6721.0,0.0,186.0,703.0,84226.0,0.0,0.0,388.0,1244.0,518.0,0.0,182.0,24971.0,0.0,6463.0,0.0,22908.0,0.0,222.0,13739.0,130.0,430.0,1148.0,3800.0,874.0,6357.0,0.0,4114.0,1601.0,4186.0,6099.0,2.0,5656.0,3696.0,100.0,28179.0,180.0,0.0,0.0,0.0,1454.0,973.0,0.0,0.0,0.0,0.0,45.0,5877.0,0.0,0.0,0.0,0.0,157,140,0,0,0,0,53,19,0,6,12.394923132686413,40.81499804503762,33.8424862640913,9.186165831805488,3.7614267263791743,0.4592273480336858,43.90938513366199,-78.798219017617,24.827993937223464,Tributary,23.849099999982275,7,18.7,19.4,22.099999999999998,22.062499999999996,22.706666666666667,22.07241379310345,19.768421052631577,12.9,13.4,16.099999999999998,16.2375,17.053333333333335,16.103448275862068,13.526315789473681,24.6,25.5,28.15,27.912499999999998,28.386666666666667,28.05517241379311,26.014035087719293,0.0,0.0,32.4,34.0,56.8,61.8,91.4,110336.0,53000.0,834.0,74341.0,297,59,19,Train
/Volumes/Data/InSitu/WaterQuality/CLOCA/CLOCA_IWMP_WQ Data_2017-2020.xlsx,West 6,2017-09-26 00:00:00,,,,14.1,,,,,0.10099999999999999,,,,,,239.0,,,,2017,2016,West 6,14665.0,1045.0,2665.0,10.0,32350.0,2790.0,14075.0,20455.0,0.0,64203.0,305.89,1165.0,245.0,385.0,West 6,6155874,0.0,748.0,0.0,0.0,0.0,0.0,0.0,969.0,142.0,0.0,19.0,0.0,32.0,0.0,81.0,181.0,506.0,30.0,26.0,0.0,71.0,52.0,76.0,136.0,0.0,2890.0,4560.0,0.0,1440.0,3000.0,70670.0,1204.0,0.0,2742.0,2792.0,15.0,187.0,0.0,18218.0,0.0,9179.0,0.0,37364.0,2024.0,9231.0,6664.0,665.0,794.0,372.0,60.0,1353.0,4233.0,1154.0,5178.0,4673.0,4273.0,6963.0,0.0,1638.0,2582.0,4.0,4845.0,41.0,0.0,0.0,0.0,1241.0,337.0,0.0,0.0,0.0,0.0,6.0,8358.0,0.0,0.0,0.0,0.0,28,209,0,14,2,0,87,1,0,13,19.74193006147358,30.63405643941836,24.619986057937872,14.104641338057244,10.899386103112946,1.22576175450598,43.854012403049616,-78.97071421503588,10.610942574261722,Tributary,22.08960000001782,9,24.0,23.55,23.950000000000003,22.224999999999998,20.486666666666668,17.986206896551725,18.461403508771927,18.1,17.200000000000003,17.625,16.325,14.606666666666666,12.43448275862069,12.994736842105263,29.8,29.4,29.45,27.2375,25.893333333333334,23.272413793103446,23.773684210526316,0.0,0.0,0.0,0.0,0.8,35.0,112.5,92526.0,69603.0,13421.0,48469.0,237,116,1,Train
/Volumes/Data/InSitu/WaterQuality/TRCA/trca-2015-2016-wq-data.csv,6010402702,2016-07-18 00:00:00,,,,11.0,,291.0,496.5,8.54,0.0187,0.29100000000000004,,0.07,0.011000000000000001,0.21,20.8,10.34,,,2016,2016,6010402702,8480.0,560.0,1260.0,10.0,18880.0,1380.0,8210.0,11043.0,5.0,35366.0,391.36,0.0,285.0,150.0,6010402702,6156513,0.0,319015.0,0.0,12.0,1733.0,1553.0,421.0,336775.0,10443.0,0.0,1988.0,922.0,4825.0,0.0,65652.0,14520.0,0.0,957.0,12860.0,1566.0,14778.0,30879.0,43782.0,8527.0,22215.0,0.0,1005.0,0.0,0.0,972.0,14134.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9738.0,146.0,2893.0,1998.0,716.0,0.0,0.0,0.0,0.0,425.0,32.0,3593.0,690.0,4047.0,0.0,2246.0,1207.0,11386.0,331.0,0.0,225.0,1534.0,0.0,1557.0,266.0,0.0,0.0,0.0,7198.0,139.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,345,383,78,4,126,0,391,8,0,94,27.809376332104737,24.00796120290305,23.943844051180786,19.473953107471274,4.764865306340153,1.799660338703356,43.87148426502804,-79.06518285587957,2.474232457752068,Tributary,89.9955000000575,7,25.8,22.15,20.95,21.762500000000003,22.14666666666667,20.851724137931036,19.559649122807016,20.0,16.0,16.0,17.4375,17.3,15.375862068965516,13.980701754385967,31.5,28.25,25.875,26.0625,26.966666666666665,26.3,25.1,0.0,0.0,0.0,0.4,38.6,47.2,74.00000000000001,342887.0,82010.0,25745.0,509280.0,728,693,8,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2012.xlsx,06011600102,2012-11-08 00:00:00,,,,,,,551.0,8.31,0.01,1.3419999999999999,,1.09,0.002,0.25,29.7,18.53,2.2,55.7,2012,2011,06011600102,8840.0,800.0,900.0,10.0,,,,12735.0,25.0,33477.0,241.37,245.0,290.0,1180.0,06011600102,6157884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3974.0,23160.0,0.0,893.0,3643.0,266152.0,429.0,0.0,3313.0,2842.0,2059.0,0.0,676.0,96959.0,692.0,45688.0,0.0,38540.0,54.0,756.0,36213.0,6.0,2646.0,35672.0,10940.0,1717.0,46885.0,483.0,36669.0,17086.0,35003.0,10799.0,0.0,8664.0,66422.0,18.0,55588.0,836.0,0.0,0.0,0.0,22844.0,1355.0,0.0,0.0,0.0,0.0,110.0,13399.0,0.0,0.0,0.0,0.0,523,347,34,0,11,0,357,63,0,96,21.83373464429184,31.744644793029433,24.614418690440417,9.895559761863124,11.911642110375187,1.3134090883315646,43.894292014,-78.6750209809,10.314821993525205,Tributary,89.36819999994567,11,3.5,3.25,2.325,3.0500000000000003,6.306666666666667,7.741379310344831,10.559649122807013,-1.0,-1.0,-1.125,0.5625,3.6333333333333333,4.344827586206897,6.526315789473684,8.0,7.5,5.75,5.5,8.933333333333334,11.10344827586207,14.56140350877193,0.0,0.0,0.0,2.4,54.9,94.8,144.70000000000002,367085.0,157049.0,4561.0,364490.0,870,498,63,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2012.xlsx,06011200602,2012-05-24 00:00:00,,,,,,,707.0,8.0,0.05,1.449,,0.604,0.035,0.81,78.3,8.29,,,2012,2011,06011200602,7540.0,80.0,870.0,10.0,,,,9209.0,15.0,25444.0,280.96000000000004,0.0,170.0,270.0,06011200602,6155878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,6683.0,0.0,158.0,531.0,84116.0,0.0,0.0,156.0,1221.0,518.0,0.0,173.0,24572.0,0.0,6367.0,0.0,22265.0,0.0,222.0,8009.0,19.0,384.0,1127.0,3793.0,870.0,6205.0,0.0,4114.0,1532.0,3985.0,6035.0,2.0,5473.0,2463.0,100.0,25428.0,180.0,0.0,0.0,0.0,1389.0,973.0,0.0,0.0,0.0,0.0,42.0,5684.0,0.0,0.0,0.0,0.0,166,122,0,0,0,0,54,7,0,6,12.24324624587401,41.23751370111364,34.18892004482009,8.838543619488085,3.4917763887041717,0.45239923878368143,43.9115652639999,-78.7887053559999,5.0,Tributary,22.558499999976554,5,20.3,19.450000000000003,19.450000000000003,16.0375,14.793333333333333,12.137931034482763,9.457894736842105,14.6,15.3,14.525,10.1375,8.94,6.796551724137931,4.580701754385966,26.0,23.55,24.325000000000003,21.875,20.6,17.448275862068964,14.298245614035089,0.0,0.0,0.0,0.0,3.8000000000000003,52.4,75.2,109516.0,45927.0,779.0,69395.0,288,60,7,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2014.xlsx,06010400802,2014-09-22 00:00:00,,,,,,,622.0,8.33,0.013999999999999999,0.42,,0.077,0.004,0.42,45.1,14.94,,,2014,2016,06010400802,2330.0,35.0,5.0,5.0,4050.0,220.0,1880.0,2602.0,5.0,6999.0,306.02,0.0,25.0,45.0,06010400802,6158749,0.0,89721.0,0.0,0.0,0.0,530.0,0.0,36153.0,525.0,0.0,172.0,173.0,798.0,0.0,14129.0,10861.0,0.0,192.0,439.0,0.0,1989.0,3563.0,9778.0,1223.0,8728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,88,0,0,0,0,91,0,0,0,30.62877999331244,26.830437866246154,23.416719399811974,17.040310309864328,2.083752430765104,1.8403400445236466,43.9614470141,-79.1256539813,15.654309184218087,Tributary,17.89829999999039,9,9.1,12.0,11.85,11.5125,12.433333333333334,15.362068965517237,16.336842105263155,6.0,6.9,6.225,6.1625,7.559999999999999,10.10689655172414,11.142105263157896,12.2,17.049999999999997,17.4,16.8125,17.266666666666666,20.57586206896552,21.49649122807017,0.0,18.1,18.5,22.8,55.8,128.4,233.4,89721.0,18703.0,964.0,69586.0,189,91,0,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2011.xlsx,06011200302,2011-07-27 00:00:00,,,,,,,802.0,8.37,0.040999999999999995,1.557,,0.883,0.024,0.65,125.0,8.43,5.1,45.2,2011,2011,06011200302,36535.0,2735.0,4615.0,20.0,,,,57278.0,130.0,145174.0,410.67,4795.0,2415.0,3880.0,06011200302,6155878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901.0,23904.0,0.0,4111.0,22929.0,303511.0,4432.0,0.0,13011.0,11795.0,3148.0,47.0,10872.0,86011.0,0.0,36524.0,0.0,76414.0,862.0,776.0,238178.0,4866.0,2120.0,6012.0,8794.0,5254.0,24086.0,142.0,15439.0,10118.0,25486.0,21538.0,2.0,16134.0,20605.0,100.0,57266.0,388.0,0.0,0.0,0.0,4316.0,2637.0,0.0,0.0,0.0,0.0,310.0,13432.0,0.0,0.0,101.0,0.0,380,642,0,4,0,0,147,532,0,14,16.90194026994658,38.3303115519526,27.634691058085394,6.60474260307141,10.528314516944022,0.8104296143012018,43.880733264,-78.821483231,3.40954151423648,Tributary,107.85869999996382,7,22.0,21.75,22.325,24.3375,23.573333333333334,22.24827586206896,20.335087719298237,16.5,16.75,18.0,19.0,18.466666666666665,16.96551724137931,15.447368421052632,27.5,26.75,26.625,29.625,28.633333333333333,27.482758620689655,25.17543859649123,0.0,0.0,23.6,24.0,24.0,24.6,83.49999999999999,392423.0,434927.0,19062.0,232160.0,1022,165,532,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2008.xlsx,06010800202,2008-05-21 00:00:00,,,,,,,618.0,8.39,0.036000000000000004,0.6659999999999999,,0.643,0.003,0.02,55.8,13.09,,,2008,2006,06010800202,,,,,,,,,,24758.0,,,,,06010800202,6155870,0.0,463.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,2640.0,11610.0,0.0,868.0,3099.0,139829.0,12293.0,0.0,1333.0,1714.0,1378.0,0.0,1755.0,53047.0,908.0,22628.0,4866.0,19585.0,0.0,4069.0,38232.0,16.0,1863.0,5594.0,8708.0,4074.0,18171.0,0.0,17766.0,9220.0,14882.0,4170.0,0.0,2651.0,15274.0,91.0,7652.0,2183.0,0.0,0.0,72.0,16004.0,1646.0,0.0,0.0,0.0,17.0,227.0,9565.0,0.0,0.0,0.0,111.0,214,272,12,0,7,0,182,27,0,12,10.283051547698511,25.766212514680134,18.808071355633416,16.6588103066105,28.483854275377443,1.2219198354252012,43.9336066389999,-78.9618889811,4.692937930114567,Tributary,45.99630000002306,5,9.8,9.4,8.575,9.987499999999999,10.826666666666666,10.0448275862069,8.331578947368424,4.5,2.75,3.375,4.625,5.566666666666666,5.0,3.263157894736842,15.0,16.0,13.75,15.3125,16.033333333333335,15.03448275862069,13.359649122807017,0.0,0.0,14.2,17.0,21.2,59.2,118.80000000000001,195979.0,101383.0,24866.0,138456.0,486,213,27,Train
/Volumes/Data/InSitu/WaterQuality/TRCA/trca-2015-2016-wq-data.csv,6010402502,2015-09-21 00:00:00,,,,9.0,,364.0,568.0,8.58,0.0207,0.721,,0.36,0.011000000000000001,0.35,38.6,10.9,,,2015,2016,6010402502,20460.0,1775.0,4450.0,5.0,47165.0,3250.0,22925.0,30318.0,15.0,93083.0,539.04,830.0,1065.0,1010.0,6010402502,6156513,21136.0,654281.0,0.0,515.0,415.0,2192.0,7721.0,297268.0,31494.0,771.0,9442.0,2253.0,14243.0,0.0,88632.0,49024.0,0.0,2742.0,10529.0,2991.0,17989.0,24128.0,37246.0,16324.0,30175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,1274,14,31,27,0,288,66,0,38,14.973587702646034,14.208200914538631,14.09178882065558,31.848162008007236,24.878260554152515,1.9607959085525812,43.85091976432907,-79.07581985566414,11.947782904841006,Tributary,132.33509999998887,9,14.8,13.9,16.9,17.525,18.22666666666667,19.065517241379315,19.866666666666656,9.5,9.25,12.5,11.9375,13.6,14.5,15.31578947368421,20.0,18.5,21.25,23.0625,22.8,23.586206896551722,24.385964912280702,0.0,0.6,4.8,4.8,60.2,60.800000000000004,142.4,675417.0,133001.0,42023.0,471070.0,1650,398,66,Train
/Volumes/Data/InSitu/WaterQuality/PWQMN/pwqmn_rawdata_2016.xlsx,06011200602,2016-10-25 00:00:00,,,,,,,882.0,8.21,0.021,1.0,,0.727,0.013000000000000001,,118.0,10.75,,,2016,2016,06011200602,7370.0,165.0,850.0,5.0,13790.0,1075.0,6050.0,9061.0,10.0,25593.0,277.0,5.0,230.0,255.0,06011200602,6155878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,6683.0,0.0,158.0,531.0,84116.0,0.0,0.0,156.0,1221.0,518.0,0.0,173.0,24572.0,0.0,6367.0,0.0,22265.0,0.0,222.0,8009.0,19.0,384.0,1127.0,3793.0,870.0,6205.0,0.0,4114.0,1532.0,3985.0,6035.0,2.0,5473.0,2463.0,100.0,25428.0,180.0,0.0,0.0,0.0,1389.0,973.0,0.0,0.0,0.0,0.0,42.0,5684.0,0.0,0.0,0.0,0.0,174,125,0,0,0,0,43,7,0,6,12.24324624587401,41.23751370111364,34.18892004482009,8.838543619488085,3.4917763887041717,0.45239923878368143,43.9115652639999,-78.7887053559999,5.0,Tributary,22.558499999976554,10,5.5,6.5,7.075,10.45,11.826666666666666,13.517241379310347,16.222807017543854,4.0,4.5,4.125,7.4375,7.666666666666667,9.706896551724139,11.850877192982455,7.0,8.5,10.0,13.4375,15.966666666666667,17.29310344827586,20.55263157894737,0.0,0.8,0.8,20.8,27.599999999999998,39.99999999999999,94.10000000000001,109516.0,45927.0,779.0,69395.0,299,49,7,Train
